"id_client","service_sauvegarde","service_antivirus","service_assurance","service_streaming_film","service_streaming_tv","service_support"
"PANSQ78248","No","No","No","No","No","Yes"
"UPSND23613","Yes","Yes","No","Yes","No","Yes"
"OMDZZ93603","No","No","No","Yes","Yes","No"
"QVWQL76148","Yes","No","No","Yes","Yes","No"
"OQMDK06443","No","No","No","No","No","No"
"TNMNX88653","Yes","No","No","No","No","No"
"CENIM11144","Yes","No","No","No","No","No"
"DQPWX39337","Yes","No","Yes","No","No","Yes"
"YTYHG77166","No","No","No","Yes","No","No"
"AUXBZ79275","No","No","No","No","Yes","Yes"
"AHZIL56309","No","Yes","No","Yes","No","Yes"
"AQORL90136","Yes","No","Yes","Yes","No","No"
"LSLWQ33016","No","Yes","No","Yes","No","No"
"PAQPD72286","No","No","No","Yes","No","Yes"
"RKIFK56286","No","Yes","No","Yes","Yes","No"
"UUAJR07391","No","Yes","Yes","Yes","Yes","No"
"SHUHB97951","Yes","Yes","No","No","No","Yes"
"LMANN93911","Yes","Yes","Yes","Yes","No","No"
"IMDHU85192","No","No","No","Yes","No","No"
"JFHOL06213","No","No","No","No","No","Yes"
"ARPHK40111","No","Yes","No","No","No","No"
"VMJHP63842","Yes","Yes","Yes","Yes","No","Yes"
"EYCER43383","No","No","No","No","Yes","No"
"SJFFA40747","No","No","No","Yes","No","No"
"VBLFL65045","Yes","Yes","Yes","No","No","No"
"EXZHB45059","No","No","Yes","No","No","No"
"GGUII46542","Yes","Yes","No","No","No","Yes"
"HPFVY40292","No","No","No","No","No","No"
"FZJWE45474","No","Yes","No","Yes","No","No"
"LXCAF73415","No","No","No","No","No","No"
"WITXK24085","No","No","No","Yes","No","No"
"GBIVW29884","No","Yes","No","Yes","No","No"
"MNYOY76321","Yes","No","Yes","Yes","Yes","Yes"
"WGKHP27208","No","No","No","Yes","Yes","No"
"QSIVB11212","Yes","No","No","Yes","Yes","No"
"PDUJF56002","No","No","No","No","No","Yes"
"CUQZX39265","No","No","No","No","No","No"
"GTSAQ96514","Yes","Yes","Yes","Yes","Yes","No"
"IUJYX11138","Yes","Yes","No","Yes","Yes","Yes"
"HRPHI37454","No","No","Yes","Yes","Yes","Yes"
"KVTHK83758","Yes","No","No","Yes","Yes","Yes"
"NKTFD99724","Yes","No","No","No","No","Yes"
"IWTJI45928","No","Yes","No","No","No","No"
"MJLZC90586","No","Yes","No","Yes","Yes","No"
"LHEVG90267","Yes","No","No","Yes","No","No"
"HDZEE86776","Yes","No","No","Yes","Yes","Yes"
"BTGQO34706","No","No","No","No","No","No"
"KWFBM33729","No","No","No","No","Yes","No"
"MTZNV89508","No","No","No","No","No","No"
"BXMRG60886","Yes","No","No","Yes","Yes","No"
"DRYDS97982","No","No","Yes","No","No","Yes"
"XJFUP20373","No","No","Yes","Yes","Yes","No"
"NGMXB30593","Yes","Yes","No","Yes","No","No"
"ZTBFQ61153","Yes","Yes","Yes","Yes","Yes","Yes"
"TZMLR79757","Yes","No","Yes","Yes","Yes","No"
"QWQUL23594","No","Yes","Yes","Yes","Yes","Yes"
"EVPHY46197","No","No","No","Yes","Yes","No"
"TJFEK53395","Yes","Yes","No","Yes","Yes","No"
"FJSVR13346","No","No","No","No","No","No"
"UJWYS77589","No","No","No","No","Yes","Yes"
"BPHTP17857","No","No","Yes","No","Yes","No"
"XTSKM39416","Yes","No","Yes","Yes","No","No"
"NDKME93816","No","No","Yes","Yes","No","No"
"RANCD21015","No","No","No","No","No","No"
"IBOOY23627","No","No","No","Yes","No","No"
"VUNUW07337","No","Yes","No","No","No","No"
"ADWXJ49239","Yes","No","No","Yes","No","Yes"
"CSMWE98851","No","No","No","No","Yes","No"
"LEPIM58048","No","No","No","No","No","No"
"TQFHN76417","No","No","No","Yes","Yes","Yes"
"AHWMW47019","No","No","Yes","Yes","Yes","Yes"
"DXNKN28242","No","Yes","Yes","No","Yes","No"
"EARAT34876","Yes","Yes","Yes","Yes","No","Yes"
"RRYGO21416","Yes","No","No","Yes","Yes","No"
"XUIFC38349","No","No","No","Yes","No","No"
"CROMM40772","No","No","Yes","Yes","Yes","Yes"
"QONEA46677","Yes","Yes","Yes","Yes","No","Yes"
"AACSZ03746","No","Yes","No","No","No","No"
"TUPSH53973","No","No","No","No","No","No"
"TKFSV92427","Yes","Yes","Yes","Yes","Yes","Yes"
"SUIUH13944","Yes","Yes","No","No","No","Yes"
"QSXOE01873","No","No","No","Yes","Yes","No"
"EKDCF04402","Yes","No","Yes","No","No","Yes"
"JIJCI20419","Yes","No","No","Yes","No","No"
"YFPKQ51597","No","No","Yes","No","No","No"
"PLQVO24468","No","No","No","No","No","No"
"IHZJA71369","Yes","Yes","No","Yes","No","Yes"
"BAFNW20498","No","No","Yes","No","No","Yes"
"OXPPQ26767","Yes","Yes","No","No","No","No"
"SKJLR87283","No","No","No","No","No","Yes"
"WFMFH83448","Yes","No","No","No","No","No"
"IQIGL49883","No","No","No","No","No","No"
"DYYFX62022","No","No","No","No","No","No"
"KPRBB10242","No","No","No","Yes","Yes","No"
"HXCFZ39347","Yes","Yes","Yes","No","Yes","No"
"GKBTK26616","Yes","No","No","Yes","Yes","Yes"
"ECUTN54999","No","Yes","Yes","No","Yes","No"
"LGNFY02444","Yes","Yes","Yes","Yes","Yes","Yes"
"HYIEZ58049","Yes","Yes","No","Yes","Yes","No"
"INGJY96178","No","No","No","No","No","No"
"YSOGZ49529","No","No","No","Yes","No","No"
"KMVXD85846","Yes","No","No","No","No","No"
"TBHQT37266","Yes","Yes","Yes","Yes","Yes","Yes"
"CKBCL45298","No","No","No","No","Yes","No"
"EGDDA05854","Yes","No","Yes","No","No","No"
"ESQMW18184","No","No","Yes","Yes","No","Yes"
"SGLHU68742","Yes","No","No","Yes","Yes","No"
"ZXLSU89904","No","No","No","No","No","No"
"SKNQZ73982","No","No","No","Yes","Yes","No"
"PKOAM68852","Yes","Yes","Yes","Yes","Yes","Yes"
"MWODR93627","No","Yes","No","No","Yes","Yes"
"FKYTX09468","Yes","No","No","No","No","No"
"TBVCF81742","Yes","Yes","Yes","Yes","Yes","Yes"
"OXWBT07345","No","No","No","Yes","Yes","Yes"
"XCGTF08988","No","No","No","Yes","Yes","No"
"TAIKL53098","No","No","Yes","Yes","No","Yes"
"YOSUK48157","Yes","Yes","Yes","Yes","No","Yes"
"RAFML15829","Yes","No","No","No","No","Yes"
"GSTJK82589","No","No","No","No","No","No"
"PGELS00323","No","Yes","No","No","No","No"
"MCOEH65743","No","No","Yes","Yes","Yes","Yes"
"ZMAME17303","No","No","No","Yes","No","No"
"OUICF55694","No","No","No","Yes","Yes","Yes"
"GFCFI45147","No","No","No","No","Yes","No"
"EFSMO91385","No","No","No","Yes","No","No"
"CRYFY87402","No","No","No","No","Yes","No"
"FKCZK40575","No","No","No","No","Yes","No"
"FXOTP56475","Yes","No","Yes","Yes","Yes","No"
"IMUKT52223","No","No","No","Yes","Yes","No"
"PPHDO02951","No","No","No","Yes","Yes","No"
"MFWGD97589","Yes","No","No","No","No","No"
"TMRBY86237","Yes","No","Yes","No","No","No"
"ZRYCV60344","Yes","No","Yes","Yes","Yes","No"
"ZEKEF77034","No","No","Yes","No","No","No"
"OOBWZ41435","Yes","No","No","No","No","No"
"SUIRI53854","No","Yes","Yes","Yes","Yes","No"
"YZVVX39266","No","No","No","No","No","Yes"
"HJWXJ06219","Yes","No","No","No","No","No"
"FEHVL15483","Yes","Yes","No","Yes","Yes","No"
"LWCMV54294","Yes","No","No","Yes","No","No"
"APWZC57979","No","No","No","Yes","Yes","No"
"GOQSH85445","Yes","No","No","No","No","Yes"
"ISCBM67385","No","Yes","Yes","Yes","Yes","No"
"AWCXC85109","No","Yes","No","Yes","Yes","No"
"TJAFG81185","Yes","No","No","Yes","Yes","Yes"
"OHFWR67021","Yes","No","Yes","Yes","No","No"
"ENDWQ25301","No","No","No","Yes","Yes","No"
"AEZZR17614","No","No","No","No","Yes","No"
"LYNGM63589","No","No","No","No","No","No"
"DFPMD94902","No","No","No","No","Yes","No"
"VUHPV32725","Yes","No","No","No","No","Yes"
"VNWDH37566","No","Yes","No","Yes","Yes","No"
"BIUOG18406","Yes","No","No","No","Yes","Yes"
"OCQXK20041","No","No","No","Yes","No","No"
"EMUWF84013","Yes","Yes","No","No","Yes","No"
"BGSZA78689","No","Yes","Yes","Yes","Yes","No"
"GGAWX13708","Yes","No","Yes","Yes","No","No"
"CQYUZ71093","Yes","Yes","Yes","Yes","Yes","Yes"
"HTWFW23786","No","Yes","No","Yes","No","No"
"HIPFI71135","Yes","Yes","Yes","No","No","Yes"
"KHBPS54735","Yes","No","Yes","No","Yes","No"
"MCUUW20011","Yes","No","Yes","Yes","Yes","Yes"
"FJTQO02633","No","Yes","No","No","Yes","Yes"
"URUWO08717","No","No","Yes","Yes","Yes","No"
"YLTKF44128","No","No","Yes","No","No","No"
"YYPYJ73925","Yes","No","No","Yes","Yes","No"
"JMLSX94353","Yes","Yes","Yes","Yes","Yes","Yes"
"MFBYV71092","No","No","No","No","No","No"
"GMEWB16089","No","No","No","Yes","Yes","No"
"SAOCL11696","Yes","No","No","Yes","Yes","Yes"
"LLKUA46902","No","No","No","No","No","No"
"PJJDJ63223","Yes","No","No","Yes","Yes","No"
"MOZGR36895","No","No","No","No","No","Yes"
"QXEHN36444","No","No","Yes","Yes","Yes","No"
"CAQUT98025","Yes","Yes","Yes","Yes","Yes","No"
"PPXDV01044","No","No","Yes","No","No","No"
"ZMVTX95481","Yes","No","Yes","No","No","Yes"
"IKXGC00213","No","No","No","No","No","No"
"IDRZR96953","Yes","Yes","Yes","Yes","Yes","Yes"
"DVDQQ38103","Yes","Yes","Yes","Yes","Yes","Yes"
"LMDFQ79215","No","No","Yes","Yes","Yes","No"
"OQHGT89763","Yes","No","No","No","No","Yes"
"ZMSWS06978","No","No","No","Yes","No","No"
"JWSHV91897","No","No","No","Yes","Yes","No"
"RTIQM40236","Yes","Yes","Yes","Yes","No","No"
"GFQHK43498","No","No","Yes","No","No","No"
"DDEMJ80806","No","No","No","No","No","No"
"ELEYA98715","No","Yes","Yes","No","Yes","Yes"
"WHQPW86852","No","No","No","No","No","No"
"JQJTX98486","Yes","No","Yes","Yes","Yes","No"
"ALYBR91361","No","No","No","No","No","No"
"RVCBF04959","No","No","No","Yes","No","No"
"GKXAS98468","No","No","No","Yes","Yes","No"
"UEDCX19321","Yes","No","No","Yes","Yes","No"
"PQTSO35673","Yes","No","Yes","Yes","Yes","No"
"ERGHK46855","No","No","No","No","Yes","No"
"FTHAV02336","No","No","Yes","No","No","No"
"YIPFO61664","Yes","Yes","Yes","Yes","Yes","Yes"
"DGMAQ06745","Yes","No","Yes","Yes","No","No"
"FRRSW70646","Yes","No","No","Yes","Yes","No"
"CEGQI67236","Yes","No","No","No","Yes","Yes"
"JANWS93599","No","Yes","Yes","No","No","Yes"
"QCWAM10135","Yes","No","No","Yes","Yes","No"
"MKDTV40437","Yes","No","Yes","Yes","Yes","Yes"
"ILJTT32115","No","No","No","No","No","No"
"UFFGW42085","No","No","No","No","No","No"
"BOHSY18104","Yes","Yes","No","Yes","No","No"
"NNCBF10472","No","No","No","No","No","No"
"AZYHT59455","Yes","Yes","Yes","Yes","Yes","No"
"VXMWZ26594","Yes","Yes","Yes","Yes","Yes","No"
"NEMQO55649","No","No","Yes","No","No","No"
"VVZKA43016","No","No","No","No","No","No"
"ZNKJI92205","No","No","Yes","No","Yes","Yes"
"EDMIQ44312","Yes","Yes","Yes","No","Yes","Yes"
"HZZLJ81003","Yes","Yes","No","Yes","No","No"
"QLCSU43518","No","No","No","No","Yes","No"
"GBTCD48153","No","No","No","No","No","No"
"GRQJV51351","Yes","Yes","Yes","Yes","Yes","Yes"
"ANHHJ81338","Yes","Yes","Yes","Yes","No","Yes"
"NLNRY39277","Yes","No","No","Yes","Yes","No"
"ANLQC46116","Yes","Yes","Yes","Yes","No","No"
"XTECC12659","Yes","Yes","No","Yes","No","No"
"KNMRR32599","Yes","No","Yes","Yes","Yes","No"
"UTODQ54451","No","No","No","No","Yes","No"
"WGHQO29696","Yes","Yes","Yes","No","Yes","No"
"OYAMU68496","Yes","No","No","Yes","Yes","Yes"
"YJLQT34206","Yes","No","No","No","No","No"
"CLZKZ02669","No","No","Yes","Yes","Yes","Yes"
"WPYOW51961","Yes","Yes","No","No","No","Yes"
"BENEA96099","Yes","No","No","No","Yes","Yes"
"GSRCL64653","Yes","No","No","Yes","Yes","Yes"
"PKUYW73216","No","No","No","No","Yes","Yes"
"FWGEW76221","Yes","Yes","Yes","Yes","Yes","Yes"
"VRSAB51335","No","Yes","No","No","No","No"
"XZWWO50034","Yes","No","Yes","Yes","Yes","Yes"
"LQOBK87416","Yes","Yes","No","No","No","No"
"OTUBZ64081","Yes","Yes","Yes","No","Yes","Yes"
"IHCDJ04304","No","No","No","No","No","No"
"CVEUC70116","No","No","No","Yes","Yes","Yes"
"YLNYW19075","No","Yes","Yes","Yes","No","No"
"FKFSY26371","No","No","No","No","No","No"
"MVDOZ13578","No","No","Yes","No","Yes","No"
"FRVEB13796","Yes","No","No","No","Yes","No"
"SZPQA06342","No","Yes","No","No","Yes","No"
"EKVXR92145","No","No","No","No","No","No"
"PEJLL69673","No","Yes","Yes","No","No","Yes"
"COLHT54579","Yes","Yes","No","Yes","Yes","Yes"
"PAFNE87664","Yes","No","Yes","Yes","Yes","Yes"
"ZSKRV55908","Yes","Yes","No","No","No","No"
"OZNPG65052","Yes","Yes","Yes","Yes","Yes","Yes"
"DMBFJ56419","No","Yes","Yes","Yes","Yes","Yes"
"BPFRI98311","Yes","No","Yes","No","No","Yes"
"VCZHZ23228","Yes","Yes","No","Yes","No","No"
"HNFED64186","Yes","Yes","Yes","Yes","Yes","Yes"
"UKHMV64372","No","No","No","No","Yes","No"
"NFNLQ15916","No","No","Yes","No","No","No"
"QRITU13102","No","No","No","No","No","No"
"EYZUO81788","Yes","Yes","No","Yes","No","No"
"MMYXY14005","Yes","No","Yes","Yes","Yes","No"
"SXDPN15277","No","No","Yes","Yes","No","Yes"
"MGIAB17036","No","No","Yes","No","Yes","Yes"
"MXBJE71566","Yes","No","Yes","Yes","Yes","Yes"
"HOOGQ34864","Yes","Yes","Yes","No","Yes","Yes"
"YRFJT55902","No","No","No","No","No","No"
"SXWBU62655","Yes","No","Yes","No","Yes","No"
"JPYFF68913","Yes","Yes","No","Yes","Yes","No"
"JWRQX66561","No","No","No","No","No","Yes"
"EXURX77431","No","No","Yes","No","No","No"
"IYJOZ61275","No","No","No","No","No","No"
"VSSUD07863","Yes","No","No","No","Yes","No"
"JPRMC99243","Yes","Yes","Yes","Yes","Yes","Yes"
"QDMDW93149","Yes","No","No","No","Yes","No"
"PXDVH53394","No","Yes","No","No","Yes","No"
"ZSTTY50205","Yes","Yes","No","Yes","Yes","Yes"
"GBIWP59306","Yes","Yes","Yes","Yes","No","Yes"
"VCPMC69611","No","No","No","Yes","No","No"
"WWRKD02545","Yes","No","No","No","No","No"
"KWLAR52484","Yes","Yes","Yes","Yes","Yes","Yes"
"UHBDD13023","No","No","No","Yes","Yes","No"
"VCTQB91581","Yes","Yes","Yes","Yes","Yes","Yes"
"TEFQD72736","No","No","Yes","Yes","No","No"
"OTKMY65377","No","No","Yes","Yes","Yes","No"
"QDFNH62981","Yes","No","No","No","No","No"
"CCVSQ88541","Yes","No","No","No","No","No"
"YWGEX97347","No","No","Yes","Yes","Yes","No"
"KZVWO90406","Yes","No","No","No","No","No"
"GIQJT03089","Yes","No","No","Yes","Yes","Yes"
"JQRSL32193","Yes","Yes","Yes","Yes","Yes","Yes"
"WUQMG50142","Yes","Yes","Yes","Yes","No","No"
"TXVSG04208","Yes","Yes","Yes","No","No","No"
"MPWBS66335","No","No","No","No","No","Yes"
"RHRKE86506","No","No","Yes","No","No","No"
"QOPOY99557","Yes","No","Yes","Yes","Yes","Yes"
"CTHUH36807","Yes","Yes","Yes","Yes","Yes","Yes"
"AGTLK15896","No","No","No","No","No","No"
"VKGDA70552","Yes","Yes","No","Yes","Yes","Yes"
"BQNDX07167","No","Yes","No","Yes","No","Yes"
"XHAKY52745","Yes","Yes","No","No","Yes","No"
"KSWIH89294","No","No","Yes","Yes","Yes","Yes"
"HIJSE69162","Yes","Yes","Yes","Yes","Yes","Yes"
"PJWTK13466","Yes","No","Yes","Yes","No","Yes"
"QPBVZ19308","Yes","Yes","No","Yes","No","Yes"
"RULOA52999","No","Yes","No","Yes","Yes","No"
"ERCMM16262","No","No","No","Yes","Yes","No"
"ENHXU80191","Yes","No","Yes","Yes","No","Yes"
"CFOCW77952","No","Yes","Yes","No","No","Yes"
"QVPMS09067","Yes","Yes","Yes","Yes","Yes","Yes"
"CEVPF41184","Yes","Yes","Yes","Yes","Yes","Yes"
"XQIVE59689","Yes","No","No","No","Yes","No"
"CDSKC93056","No","No","Yes","Yes","Yes","No"
"SYVOR35218","No","No","No","Yes","Yes","No"
"TGWDZ51497","Yes","No","Yes","Yes","Yes","Yes"
"BCFEO12653","No","No","Yes","Yes","Yes","Yes"
"UDNLD68737","No","Yes","Yes","Yes","No","No"
"BQIBA71438","No","Yes","No","No","Yes","Yes"
"ZJJTM45262","Yes","No","Yes","Yes","No","No"
"ASEJU75766","No","Yes","No","Yes","Yes","Yes"
"MFJLN91907","No","No","Yes","Yes","Yes","No"
"MBHPK62426","No","Yes","No","Yes","Yes","No"
"WIVLL14006","No","No","Yes","Yes","Yes","Yes"
"HHPFY34891","No","No","No","No","Yes","No"
"QJAVJ75605","No","Yes","Yes","Yes","Yes","Yes"
"WPXTK37228","No","No","No","Yes","Yes","No"
"RDGGM07488","Yes","Yes","Yes","Yes","Yes","Yes"
"FGEDO67197","Yes","Yes","Yes","No","No","Yes"
"IEKQT51301","Yes","No","Yes","Yes","Yes","No"
"RESHN43918","No","No","Yes","Yes","Yes","Yes"
"LVQUS27741","No","No","Yes","No","No","Yes"
"AQBMT61287","Yes","No","Yes","Yes","Yes","No"
"EYYZV06742","No","No","No","No","Yes","No"
"CZBAU16612","No","Yes","No","Yes","No","Yes"
"EBSQK59492","No","No","No","Yes","No","Yes"
"HBGWL66616","Yes","No","Yes","Yes","Yes","No"
"AWGEH79899","No","Yes","No","Yes","No","No"
"YCOBK69938","No","Yes","Yes","Yes","Yes","Yes"
"BFSPD44551","No","No","No","Yes","Yes","Yes"
"JWZJN44231","No","No","Yes","Yes","No","No"
"NLUBA48917","Yes","No","Yes","Yes","Yes","Yes"
"MNQTF32007","Yes","Yes","Yes","No","No","Yes"
"YJTTB64164","No","Yes","Yes","No","No","No"
"IUDMW00171","Yes","Yes","Yes","Yes","Yes","Yes"
"FVVDH92979","No","Yes","Yes","Yes","Yes","Yes"
"IHQAC12823","Yes","No","Yes","No","Yes","No"
"UAFEH19366","Yes","Yes","No","Yes","Yes","Yes"
"RDTHP89373","No","Yes","No","Yes","No","No"
"ZYGSZ86272","Yes","No","No","No","No","No"
"RRWQZ74594","No","Yes","No","Yes","No","No"
"TKRVZ36565","Yes","Yes","No","No","No","No"
"YNKIJ46224","No","Yes","No","No","Yes","Yes"
"VIYBP11724","Yes","Yes","No","Yes","No","No"
"GDNGC67293","No","No","No","No","Yes","No"
"QCMMS94975","No","No","No","Yes","Yes","No"
"PMCOY35874","No","Yes","Yes","Yes","Yes","No"
"TBKJX79016","No","No","Yes","Yes","Yes","No"
"YPMUR23989","No","No","No","No","No","No"
"LYGAM38537","No","No","Yes","Yes","No","Yes"
"SDRDQ54931","No","Yes","Yes","No","No","No"
"HQMKX13354","Yes","No","Yes","Yes","Yes","No"
"ENYMO28123","No","Yes","No","Yes","Yes","Yes"
"YEBUP60236","No","No","Yes","Yes","Yes","No"
"BOCOU61037","No","No","Yes","No","No","No"
"VKIRT25811","Yes","Yes","No","No","No","Yes"
"HYOJD43531","Yes","No","No","No","No","No"
"FRABG41883","Yes","Yes","Yes","No","Yes","Yes"
"SNKMY48559","No","No","No","No","No","No"
"QYWSS03113","No","Yes","No","No","No","No"
"KRKMD35837","No","No","No","No","No","Yes"
"AVIPD58285","No","No","No","Yes","Yes","Yes"
"UEUAB83116","No","Yes","No","Yes","Yes","No"
"LEDAG89101","No","No","No","No","No","No"
"SUPCW76399","No","Yes","No","No","No","No"
"EBAIU07506","No","Yes","Yes","No","Yes","No"
"NLNPD92001","No","No","Yes","Yes","Yes","Yes"
"BYGOY16588","No","No","No","Yes","Yes","No"
"EHYUI49133","No","Yes","Yes","Yes","Yes","No"
"VBFQL82668","No","No","Yes","Yes","No","Yes"
"RCALF12292","Yes","Yes","Yes","Yes","Yes","Yes"
"LZUKA67543","Yes","No","Yes","Yes","Yes","No"
"CYUIL70056","Yes","Yes","Yes","No","Yes","Yes"
"XKAES58326","No","No","No","No","No","No"
"CAMGB89794","No","No","Yes","Yes","Yes","Yes"
"BGTSP12163","No","Yes","Yes","Yes","Yes","Yes"
"NLXJB38917","Yes","Yes","No","No","No","Yes"
"YCXMX48225","No","No","No","Yes","No","No"
"IKYCP04289","No","No","Yes","No","Yes","No"
"LNTLJ14656","No","No","Yes","Yes","No","Yes"
"WQMGH31268","No","No","No","No","No","No"
"MBMTS87774","Yes","No","Yes","Yes","Yes","Yes"
"DGAHW47066","No","No","No","No","No","No"
"GORJT41926","No","No","Yes","Yes","Yes","No"
"BOYKM20574","Yes","Yes","Yes","No","No","Yes"
"DSRLQ75662","Yes","No","Yes","Yes","Yes","Yes"
"WZAFP54471","Yes","No","Yes","Yes","Yes","No"
"ZLNBX12282","No","No","No","No","No","No"
"FELAJ98449","Yes","No","Yes","Yes","Yes","Yes"
"KCKGI51363","No","Yes","Yes","Yes","Yes","No"
"UYPFK68254","No","No","No","No","No","No"
"LSAMB17166","No","Yes","No","No","No","Yes"
"EIBDE58555","Yes","Yes","Yes","Yes","No","Yes"
"SELIE09091","Yes","Yes","Yes","Yes","No","Yes"
"CHOPY51102","No","Yes","Yes","Yes","Yes","No"
"COQEK23572","No","No","Yes","Yes","Yes","Yes"
"GWHML75381","No","No","No","No","No","No"
"WGJVW96052","No","No","No","No","No","No"
"LYTDD45475","No","No","No","No","No","No"
"TKOSI03145","Yes","Yes","No","No","No","No"
"VEYEH20815","Yes","No","Yes","Yes","Yes","Yes"
"PONJI51311","Yes","No","Yes","No","Yes","No"
"MQRQN82801","No","No","Yes","No","No","No"
"FPIMA22675","Yes","Yes","No","Yes","No","No"
"NVSJS02821","No","No","No","No","No","Yes"
"FFVKB53897","No","No","No","Yes","No","No"
"QNLUX96259","Yes","Yes","Yes","Yes","Yes","No"
"FJWNO23618","Yes","No","No","No","No","Yes"
"GGUKR54043","Yes","No","No","No","No","No"
"ZCPQX90654","Yes","Yes","Yes","Yes","No","Yes"
"GLBUC55974","No","No","Yes","No","Yes","No"
"ZBYNA88193","Yes","Yes","No","Yes","Yes","Yes"
"EXCHZ00139","No","No","No","No","Yes","Yes"
"FZTFM70302","Yes","No","Yes","Yes","Yes","Yes"
"CSIHK39238","No","No","No","No","No","No"
"TCMYC60809","No","No","Yes","No","No","No"
"WKOLD06354","Yes","No","No","No","Yes","Yes"
"CEIQJ56967","Yes","No","Yes","Yes","Yes","Yes"
"ORQXB48403","Yes","No","Yes","Yes","Yes","No"
"AKBYH88754","No","No","No","No","Yes","No"
"WMVMT73751","Yes","No","Yes","Yes","No","Yes"
"ONYEY11636","Yes","Yes","Yes","No","Yes","No"
"WFGVS18148","No","Yes","Yes","No","Yes","Yes"
"BOZWO13372","Yes","No","Yes","No","Yes","No"
"YFUYI94701","Yes","Yes","No","No","Yes","Yes"
"AFWOX63741","Yes","Yes","Yes","No","No","Yes"
"MELTI61954","Yes","No","No","No","No","Yes"
"DSAAL22002","Yes","No","Yes","Yes","Yes","No"
"RBWEA75376","No","No","No","No","No","No"
"FEGVJ90295","No","No","Yes","No","No","No"
"OZDMQ95889","No","No","No","No","No","No"
"LSVYH92721","No","No","No","No","No","No"
"ULAOA46169","Yes","No","Yes","Yes","Yes","Yes"
"FCGYG56284","No","No","No","Yes","No","No"
"FCVCB41233","No","No","No","Yes","Yes","Yes"
"ZFPPI64021","Yes","Yes","No","Yes","Yes","No"
"TUZHR12006","No","No","No","Yes","No","No"
"ETKAP42932","Yes","No","No","Yes","Yes","Yes"
"UGXNC75802","Yes","Yes","No","No","No","No"
"NTMDP75994","Yes","Yes","No","No","Yes","Yes"
"ZBZWJ03623","No","No","No","Yes","No","No"
"VPYJB39503","Yes","Yes","No","No","No","Yes"
"LKFPK87822","No","No","Yes","Yes","No","No"
"KRREG12516","Yes","No","No","No","No","No"
"BKAXE43615","Yes","Yes","Yes","Yes","Yes","Yes"
"MAVJG43739","Yes","No","No","Yes","No","No"
"GWURO50181","No","No","No","No","Yes","No"
"HJWNV89725","No","No","No","Yes","No","No"
"LJCNJ53603","Yes","No","Yes","Yes","Yes","No"
"WHOKV09596","Yes","Yes","Yes","Yes","No","No"
"DHQJF10636","Yes","No","No","No","Yes","Yes"
"TSSAU59349","No","No","Yes","No","No","No"
"EJAUI84963","Yes","No","No","No","No","No"
"RDDQL51352","No","Yes","No","No","No","No"
"YLYLP22566","No","No","Yes","Yes","Yes","Yes"
"QUUOB03185","No","No","No","No","Yes","No"
"SUURX50879","No","No","Yes","No","Yes","No"
"IGABW01149","Yes","No","Yes","Yes","Yes","Yes"
"JBNMK99611","No","No","Yes","Yes","Yes","No"
"BJQQA34629","Yes","No","No","No","Yes","No"
"BZGNT93098","No","No","Yes","No","No","No"
"VFFOC12093","Yes","Yes","Yes","Yes","No","Yes"
"VGMQP40006","Yes","No","Yes","Yes","Yes","No"
"QAYZF29525","Yes","No","Yes","No","No","No"
"WSELE55676","No","No","No","Yes","Yes","No"
"QEQSY96594","Yes","Yes","Yes","Yes","Yes","Yes"
"OZKXZ70207","No","No","Yes","No","No","No"
"XNYDO05991","No","No","No","No","No","No"
"XQSJT69873","Yes","No","No","No","No","No"
"SZVGP65831","Yes","No","Yes","Yes","Yes","No"
"OPDCK89047","No","No","No","No","No","No"
"IPDFW02486","No","No","No","No","No","No"
"VPOAD14788","No","No","No","No","No","No"
"ZREHM99388","Yes","No","No","Yes","No","Yes"
"QDSZF34462","No","No","No","No","Yes","No"
"MOABM07423","No","No","No","No","No","Yes"
"HCSWG38841","No","No","No","No","No","No"
"ODYYE68931","Yes","Yes","Yes","No","No","Yes"
"MRNYX94949","No","No","No","No","No","No"
"MYBOG75082","No","No","No","No","Yes","No"
"TABGU63889","Yes","Yes","No","No","No","No"
"BWTPW04202","No","No","No","No","No","No"
"DMYRU80582","Yes","No","No","Yes","No","No"
"EJKXG57347","Yes","Yes","Yes","Yes","Yes","Yes"
"BNXIF41118","Yes","No","Yes","Yes","Yes","Yes"
"DVOJX80502","Yes","Yes","Yes","Yes","No","Yes"
"JMZNT79754","Yes","Yes","Yes","Yes","Yes","Yes"
"CTMSF33843","Yes","No","Yes","Yes","Yes","No"
"JEEBU27827","Yes","No","No","No","No","Yes"
"RXQTV56492","Yes","No","Yes","Yes","Yes","No"
"GUCBY48244","Yes","Yes","No","No","No","No"
"GPBBG94056","Yes","No","Yes","Yes","Yes","Yes"
"RCYYE38967","No","No","Yes","Yes","Yes","Yes"
"YHWYT53382","Yes","Yes","No","No","No","Yes"
"RZZQS18669","No","No","Yes","Yes","Yes","No"
"RDGRO23605","No","Yes","Yes","Yes","Yes","No"
"KDREE39437","No","No","No","No","No","No"
"NZETQ26915","No","No","No","No","Yes","No"
"MEITZ53941","Yes","No","Yes","Yes","Yes","Yes"
"XTSOH48267","No","No","No","No","Yes","No"
"VHRIP32497","Yes","No","Yes","Yes","No","No"
"FBMZK20795","No","No","No","No","No","No"
"KXGQU97704","Yes","Yes","Yes","No","Yes","No"
"CDKHF35224","No","Yes","No","No","No","No"
