id_client,mariee,retraite,a_charge,genre,facture_mensuelle,telephone,plusieurs_numeros,internet,total_factures,contrat,facture_par_mail,type_de_paiement,client_depuis_mois,sortie_client
YPMUR23989,1,1,0,F,70.150,Oui,No,Fibre,916.750,Month-to-month,1,Electronic check,13,Yes
PYCSW80066,0,0,0,F,20.100,Oui,No,Non,39.800,Month-to-month,0,Mailed check,2,No
LYGAM38537,0,0,0,H,95.650,Oui,Yes,Fibre,1640.000,Month-to-month,1,Bank transfer (automatic),17,No
SDRDQ54931,0,0,0,H,55.100,Oui,No,ADSL,113.350,Month-to-month,1,Mailed check,2,Yes
HQMKX13354,1,0,0,F,101.350,Oui,Yes,Fibre,7323.150,One year,1,Electronic check,72,No
ENYMO28123,0,0,0,H,54.550,Non,No phone service,ADSL,1362.850,One year,0,Credit card (automatic),26,No
ONFPC05688,1,0,1,H,25.900,Oui,Yes,Non,135.000,Month-to-month,1,Bank transfer (automatic),5,Yes
YEBUP60236,0,0,0,H,100.950,Oui,Yes,Fibre,329.950,Month-to-month,1,Electronic check,3,Yes
BOCOU61037,0,0,0,F,80.700,Oui,Yes,Fibre,2193.000,Month-to-month,1,Electronic check,26,No
VKIRT25811,1,0,1,F,65.500,Oui,Yes,ADSL,3801.300,One year,0,Mailed check,59,No
HYOJD43531,1,0,1,F,49.850,Oui,No,ADSL,1336.150,Month-to-month,0,Mailed check,27,No
SNKMY48559,0,0,0,F,44.100,Oui,No,ADSL,44.100,Month-to-month,1,Electronic check,1,Yes
WWKKG59958,0,0,0,F,19.800,Oui,No,Non,695.050,One year,1,Electronic check,37,No
KRKMD35837,0,0,0,H,75.900,Oui,No,Fibre,1373.050,Month-to-month,1,Bank transfer (automatic),18,No
AVIPD58285,1,0,1,H,100.950,Oui,Yes,Fibre,1875.550,One year,1,Electronic check,19,Yes
UEUAB83116,1,0,1,F,75.500,Oui,Yes,ADSL,5229.450,Two year,1,Electronic check,67,No
LEDAG89101,1,1,0,H,71.550,Oui,No,Fibre,2427.350,Month-to-month,0,Credit card (automatic),34,No
SUPCW76399,0,0,0,F,48.800,Oui,No,ADSL,1054.600,Month-to-month,1,Credit card (automatic),22,Yes
EBAIU07506,0,0,0,H,91.250,Oui,No,Fibre,4738.300,One year,0,Electronic check,52,No
NLNPD92001,1,0,0,H,54.050,Non,No phone service,ADSL,2959.800,One year,1,Bank transfer (automatic),56,No
BYGOY16588,0,1,0,H,95.450,Oui,Yes,Fibre,1752.550,Month-to-month,1,Electronic check,18,Yes
EHYUI49133,1,1,1,H,104.550,Oui,Yes,Fibre,5794.650,One year,1,Bank transfer (automatic),56,Yes
VBFQL82668,0,0,0,H,90.400,Oui,No,Fibre,356.650,Month-to-month,1,Electronic check,4,No
RCALF12292,1,0,0,F,115.000,Oui,Yes,Fibre,7396.150,One year,1,Electronic check,64,No
LZUKA67543,1,0,0,H,80.900,Oui,Yes,ADSL,4932.500,Two year,0,Bank transfer (automatic),61,No
CYUIL70056,1,1,0,F,99.400,Oui,No,Fibre,7168.250,Two year,1,Electronic check,71,No
CAMGB89794,0,1,0,H,102.100,Oui,Yes,Fibre,6688.100,One year,0,Electronic check,64,No
BGTSP12163,0,0,0,H,108.450,Oui,Yes,Fibre,4964.700,Month-to-month,1,Credit card (automatic),45,No
RQABD92291,0,0,0,H,23.750,Oui,Yes,Non,424.500,One year,0,Mailed check,18,No
OVPRY37275,1,0,1,H,25.700,Oui,Yes,Non,1714.550,One year,1,Credit card (automatic),66,No
NLXJB38917,0,0,0,H,40.550,Non,No phone service,ADSL,1390.850,Two year,1,Mailed check,37,No
VYBVI82196,0,0,1,H,25.000,Oui,Yes,Non,1004.350,Two year,0,Mailed check,39,No
YCXMX48225,0,0,0,H,84.800,Oui,Yes,Fibre,2043.450,Month-to-month,1,Electronic check,25,Yes
IKYCP04289,1,0,0,H,87.000,Oui,No,Fibre,1850.650,Month-to-month,1,Bank transfer (automatic),22,No
JTQHR31468,1,0,0,H,19.600,Oui,No,Non,189.450,One year,0,Bank transfer (automatic),10,No
TKCVO78134,1,0,0,F,20.350,Oui,No,Non,393.150,One year,0,Mailed check,20,No
LNTLJ14656,1,1,0,H,64.400,Oui,No,ADSL,581.700,Month-to-month,1,Credit card (automatic),8,No
WQMGH31268,1,0,0,F,52.150,Oui,Yes,ADSL,2583.750,Month-to-month,1,Credit card (automatic),49,No
MBMTS87774,1,1,0,F,105.850,Oui,No,Fibre,6725.500,Two year,1,Credit card (automatic),65,No
DGAHW47066,0,1,0,H,45.200,Oui,No,ADSL,45.200,Month-to-month,0,Electronic check,1,No
BOYKM20574,1,1,0,F,96.600,Oui,Yes,Fibre,6827.500,Two year,1,Bank transfer (automatic),72,No
DSRLQ75662,1,0,0,F,110.150,Oui,Yes,Fibre,7998.800,Two year,1,Electronic check,72,No
WZAFP54471,0,0,0,F,100.300,Oui,No,Fibre,5200.800,One year,1,Mailed check,53,No
ZLNBX12282,0,0,0,H,75.300,Oui,Yes,Fibre,1570.700,Month-to-month,0,Mailed check,21,No
FELAJ98449,1,1,1,F,107.900,Oui,Yes,Fibre,7475.850,One year,1,Electronic check,70,No
KCKGI51363,1,0,1,F,103.700,Oui,Yes,Fibre,3467.000,One year,1,Mailed check,33,Yes
UYPFK68254,0,0,0,F,75.600,Oui,Yes,Fibre,1758.600,Month-to-month,0,Bank transfer (automatic),23,Yes
LSAMB17166,1,0,1,H,54.650,Oui,No,ADSL,2553.700,Two year,0,Bank transfer (automatic),45,No
OTEZX80085,1,0,1,F,19.650,Oui,No,Non,708.800,One year,0,Mailed check,35,No
PSYCG44886,0,0,0,H,20.250,Oui,No,Non,327.450,Month-to-month,0,Bank transfer (automatic),16,Yes
EIBDE58555,1,0,0,F,106.650,Oui,Yes,Fibre,5174.350,Two year,0,Credit card (automatic),49,No
OHGKG46674,0,0,0,H,19.300,Oui,No,Non,19.300,Month-to-month,1,Mailed check,1,Yes
SELIE09091,1,0,0,H,80.800,Oui,Yes,ADSL,4860.850,Two year,1,Bank transfer (automatic),61,No
ETZKQ83953,1,1,1,H,19.500,Oui,No,Non,1193.550,One year,0,Bank transfer (automatic),68,No
BLLEU24652,0,0,0,H,19.750,Oui,No,Non,19.750,Month-to-month,1,Mailed check,1,No
CHOPY51102,0,0,0,F,53.600,Non,No phone service,ADSL,3237.050,Two year,0,Electronic check,60,No
FVYWK30884,1,0,1,H,25.550,Oui,Yes,Non,1336.100,Two year,0,Credit card (automatic),53,No
COQEK23572,0,1,0,F,103.300,Oui,Yes,Fibre,2890.650,Month-to-month,1,Electronic check,28,Yes
GWHML75381,0,0,0,F,69.650,Oui,No,Fibre,145.150,Month-to-month,0,Electronic check,2,Yes
WGJVW96052,0,1,0,F,70.200,Oui,No,Fibre,70.200,Month-to-month,1,Electronic check,1,No
LYTDD45475,0,0,0,F,72.650,Oui,Yes,Fibre,1194.300,Month-to-month,0,Electronic check,16,Yes
WJTKO04643,1,0,1,F,20.100,Oui,No,Non,1460.850,Two year,0,Bank transfer (automatic),72,No
TKOSI03145,0,0,0,F,55.150,Oui,No,ADSL,322.900,Month-to-month,0,Mailed check,6,No
PONJI51311,1,0,1,H,90.400,Oui,No,Fibre,4494.650,Month-to-month,1,Credit card (automatic),49,No
MQRQN82801,0,0,0,F,50.450,Oui,No,ADSL,50.450,Month-to-month,1,Mailed check,1,Yes
FPIMA22675,1,0,0,H,94.400,Oui,Yes,Fibre,4914.900,Month-to-month,1,Credit card (automatic),50,No
NVSJS02821,1,1,1,F,29.300,Non,No phone service,ADSL,355.900,Month-to-month,1,Mailed check,12,No
FFVKB53897,1,1,0,H,80.300,Oui,No,Fibre,2483.050,Month-to-month,1,Credit card (automatic),32,Yes
QNLUX96259,1,0,1,H,103.250,Oui,No,Fibre,7074.400,Two year,1,Credit card (automatic),68,No
GUXND40139,0,0,0,H,20.800,Oui,No,Non,20.800,Month-to-month,0,Mailed check,1,No
FJWNO23618,0,0,0,H,36.000,Non,No phone service,ADSL,1382.900,One year,0,Credit card (automatic),40,No
GGUKR54043,0,0,0,H,51.350,Oui,No,ADSL,262.300,Month-to-month,1,Electronic check,5,No
ZCPQX90654,1,0,0,H,78.850,Oui,Yes,ADSL,5763.150,Two year,0,Bank transfer (automatic),72,No
GLBUC55974,0,0,0,F,85.450,Oui,No,Fibre,85.450,Month-to-month,1,Electronic check,1,Yes
ZBYNA88193,1,0,0,F,109.100,Oui,Yes,Fibre,6393.650,Two year,1,Credit card (automatic),58,No
ALZWV11315,0,0,0,F,24.600,Oui,Yes,Non,605.250,One year,0,Bank transfer (automatic),24,No
EXCHZ00139,1,1,0,F,83.900,Oui,No,Fibre,267.400,Month-to-month,1,Mailed check,3,Yes
CQPWQ09625,1,0,1,F,20.300,Oui,No,Non,1296.150,Two year,0,Bank transfer (automatic),62,No
FZTFM70302,1,0,1,H,110.900,Oui,Yes,Fibre,7922.750,Two year,0,Credit card (automatic),72,No
CSIHK39238,1,1,0,F,71.050,Oui,No,Fibre,3444.850,Month-to-month,1,Electronic check,50,Yes
OUIGR98009,1,0,1,H,20.000,Oui,No,Non,1374.200,Two year,0,Credit card (automatic),66,No
TCMYC60809,1,0,1,H,81.200,Oui,Yes,Fibre,3292.300,Month-to-month,1,Electronic check,40,No
WKOLD06354,1,0,0,H,70.750,Oui,Yes,ADSL,2921.750,One year,0,Credit card (automatic),40,No
CEIQJ56967,1,0,1,H,103.150,Oui,No,Fibre,6895.500,Two year,0,Bank transfer (automatic),67,No
ORQXB48403,0,1,0,F,104.750,Oui,Yes,Fibre,5841.350,Month-to-month,0,Electronic check,56,No
AKBYH88754,0,1,0,H,84.350,Oui,Yes,Fibre,1745.200,Month-to-month,1,Electronic check,20,No
WMVMT73751,1,1,0,H,95.500,Oui,No,Fibre,6707.150,Two year,1,Credit card (automatic),71,No
ONYEY11636,1,0,1,H,74.550,Oui,Yes,ADSL,3023.550,Month-to-month,1,Credit card (automatic),41,No
WFGVS18148,1,0,1,H,48.900,Non,No phone service,ADSL,3527.000,Two year,0,Mailed check,72,No
BOZWO13372,1,0,1,H,46.400,Non,No phone service,ADSL,812.400,One year,0,Credit card (automatic),18,No
YFUYI94701,1,1,0,H,71.000,Oui,No,ADSL,5012.100,One year,1,Bank transfer (automatic),71,No
AFWOX63741,1,0,0,H,65.650,Oui,No,ADSL,3047.150,Two year,0,Mailed check,46,No
ITQXP31906,1,0,1,F,20.250,Oui,No,Non,890.350,Two year,0,Bank transfer (automatic),46,No
MELTI61954,0,0,0,H,54.650,Oui,No,ADSL,3134.700,One year,1,Mailed check,57,No
DSAAL22002,0,0,0,F,80.650,Oui,Yes,ADSL,5330.200,Two year,1,Electronic check,68,No
RBWEA75376,0,0,0,F,25.150,Non,No phone service,ADSL,25.150,Month-to-month,1,Mailed check,1,No
GRUYI10877,1,0,0,H,20.400,Oui,No,Non,743.500,Two year,0,Bank transfer (automatic),38,No
FEGVJ90295,1,1,0,F,79.300,Oui,Yes,Fibre,2570.000,Month-to-month,0,Mailed check,32,No
OZDMQ95889,1,0,0,F,45.000,Oui,No,ADSL,89.750,Month-to-month,1,Electronic check,2,No
LSVYH92721,0,0,0,H,70.150,Oui,No,Fibre,735.500,Month-to-month,0,Mailed check,10,No
MRQOY39104,1,0,0,F,19.400,Oui,No,Non,1496.450,Two year,0,Bank transfer (automatic),72,No
ULAOA46169,1,0,1,F,110.800,Oui,Yes,Fibre,7245.900,Two year,1,Credit card (automatic),65,No
FCGYG56284,0,0,0,H,84.100,Oui,Yes,Fibre,1737.450,Month-to-month,1,Electronic check,21,No
XISKS19457,1,0,0,F,19.650,Oui,No,Non,1335.200,Two year,0,Mailed check,67,No
FCVCB41233,0,0,0,F,75.850,Oui,Yes,ADSL,854.450,One year,1,Mailed check,12,No
ZFPPI64021,0,1,0,F,102.800,Oui,Yes,Fibre,2660.200,Month-to-month,1,Mailed check,25,Yes
TUZHR12006,0,1,0,F,85.200,Oui,Yes,Fibre,695.750,Month-to-month,0,Electronic check,8,No
EYGLW76176,0,0,0,H,19.450,Oui,No,Non,19.450,Month-to-month,0,Electronic check,1,No
ETKAP42932,1,0,1,F,79.400,Oui,Yes,ADSL,5071.900,Two year,1,Bank transfer (automatic),65,No
UGXNC75802,0,1,0,F,54.850,Oui,No,ADSL,104.200,Month-to-month,0,Mailed check,2,Yes
NTMDP75994,1,0,1,F,48.700,Non,No phone service,ADSL,3008.550,Two year,0,Bank transfer (automatic),62,No
ZBZWJ03623,0,0,0,H,84.900,Oui,Yes,Fibre,3067.200,Month-to-month,1,Electronic check,36,Yes
XHTWJ71909,0,0,0,F,19.300,Oui,No,Non,755.500,One year,0,Mailed check,38,No
VPYJB39503,1,0,1,H,59.600,Oui,No,ADSL,3509.400,One year,0,Mailed check,57,No
WIWYV85129,0,0,0,H,20.350,Oui,No,Non,707.500,One year,0,Credit card (automatic),32,No
LKFPK87822,0,0,0,H,90.400,Oui,Yes,Fibre,4063.000,Month-to-month,1,Mailed check,44,No
KRREG12516,0,0,0,H,54.400,Oui,Yes,ADSL,114.100,Month-to-month,1,Mailed check,2,Yes
BKAXE43615,0,0,0,F,114.500,Oui,Yes,Fibre,4527.450,Month-to-month,1,Bank transfer (automatic),41,Yes
MAVJG43739,1,0,1,F,90.900,Oui,Yes,Fibre,1259.000,Month-to-month,1,Bank transfer (automatic),14,Yes
GWURO50181,1,0,0,F,85.600,Oui,Yes,Fibre,4902.800,Month-to-month,1,Bank transfer (automatic),56,No
HJWNV89725,1,1,0,F,84.550,Oui,Yes,Fibre,646.850,Month-to-month,1,Electronic check,7,Yes
DZNKK77061,0,0,0,H,20.450,Oui,No,Non,237.300,Month-to-month,1,Credit card (automatic),11,No
LZRQT50397,0,0,0,F,20.200,Oui,No,Non,273.250,One year,0,Mailed check,13,No
LJCNJ53603,1,0,0,F,105.150,Oui,Yes,Fibre,7555.000,Two year,1,Bank transfer (automatic),71,No
GDZKO90921,0,0,0,H,24.850,Oui,Yes,Non,493.400,Month-to-month,1,Credit card (automatic),22,No
WHOKV09596,0,0,0,H,99.000,Oui,Yes,Fibre,4298.450,One year,1,Electronic check,42,No
TSZVC53127,0,0,1,F,19.650,Oui,No,Non,270.600,One year,0,Mailed check,15,No
DHQJF10636,1,0,1,H,92.150,Oui,No,Fibre,6480.900,Two year,1,Mailed check,69,No
TSSAU59349,1,0,1,F,75.300,Oui,No,Fibre,1702.900,Month-to-month,1,Credit card (automatic),23,No
EJAUI84963,0,0,0,H,73.850,Oui,No,Fibre,1424.500,Month-to-month,1,Credit card (automatic),19,Yes
RDDQL51352,1,0,1,F,50.650,Oui,No,ADSL,3221.250,Two year,1,Bank transfer (automatic),63,No
YLYLP22566,1,0,1,H,72.950,Oui,No,ADSL,4953.250,Two year,1,Bank transfer (automatic),68,No
QUUOB03185,1,0,0,H,80.550,Oui,No,Fibre,80.550,Month-to-month,1,Electronic check,1,Yes
SUURX50879,1,0,0,F,39.050,Non,No phone service,ADSL,669.850,Month-to-month,1,Electronic check,18,Yes
IGABW01149,1,0,0,F,58.250,Non,No phone service,ADSL,4145.900,Two year,0,Bank transfer (automatic),71,No
OKNNK50031,1,0,1,F,20.350,Oui,No,Non,335.950,One year,0,Credit card (automatic),15,No
URDKA56473,1,0,1,H,19.700,Oui,No,Non,130.250,Two year,0,Mailed check,8,No
JBNMK99611,0,1,0,H,96.800,Oui,No,Fibre,2030.300,Month-to-month,1,Bank transfer (automatic),21,Yes
BJQQA34629,0,0,0,F,89.750,Oui,Yes,Fibre,552.650,Month-to-month,1,Electronic check,6,No
BZGNT93098,1,1,0,H,29.800,Non,No phone service,ADSL,2134.300,One year,1,Credit card (automatic),69,No
VFFOC12093,1,0,1,H,56.400,Non,No phone service,ADSL,3948.450,Two year,1,Mailed check,68,No
LEEVE78148,1,0,0,F,20.300,Oui,No,Non,20.300,Month-to-month,1,Bank transfer (automatic),1,No
TVXVG46362,1,0,1,H,19.950,Oui,No,Non,1244.800,One year,0,Bank transfer (automatic),62,No
VGMQP40006,1,0,1,H,78.950,Oui,Yes,ADSL,2862.550,One year,0,Credit card (automatic),38,No
QAYZF29525,0,0,0,H,85.300,Oui,Yes,Fibre,424.150,Month-to-month,1,Electronic check,5,Yes
WSELE55676,1,1,0,H,94.600,Oui,Yes,Fibre,279.550,Month-to-month,1,Electronic check,3,Yes
QEQSY96594,0,0,0,F,115.650,Oui,Yes,Fibre,5125.500,Month-to-month,1,Electronic check,45,No
BQSSA56249,0,0,0,F,20.950,Oui,No,Non,20.950,Month-to-month,0,Mailed check,1,Yes
OZKXZ70207,0,1,0,F,75.500,Oui,No,Fibre,637.400,Month-to-month,0,Credit card (automatic),9,No
XNYDO05991,1,0,0,F,69.800,Oui,No,Fibre,1540.350,Month-to-month,1,Bank transfer (automatic),20,No
XQSJT69873,0,1,0,F,79.500,Oui,Yes,Fibre,4370.250,Month-to-month,1,Electronic check,54,Yes
GPSRW54954,0,0,0,H,19.700,Oui,No,Non,419.400,Two year,1,Mailed check,20,No
SZVGP65831,0,0,0,H,108.100,Oui,Yes,Fibre,5067.450,Two year,1,Bank transfer (automatic),48,No
OPDCK89047,1,1,0,H,24.950,Non,No phone service,ADSL,1364.750,Month-to-month,1,Bank transfer (automatic),54,No
IPDFW02486,0,0,0,F,50.100,Oui,Yes,ADSL,50.100,Month-to-month,1,Electronic check,1,No
VPOAD14788,0,0,0,F,43.800,Oui,No,ADSL,43.800,Month-to-month,0,Electronic check,1,No
WFVZV76012,0,0,0,H,19.550,Oui,No,Non,19.550,Month-to-month,0,Mailed check,1,No
YSTWS88595,0,0,0,H,19.950,Oui,No,Non,1004.500,One year,0,Bank transfer (automatic),48,No
HSHSF16226,0,0,0,F,19.550,Oui,No,Non,19.550,Month-to-month,1,Mailed check,1,No
ZREHM99388,1,0,0,F,72.100,Oui,Yes,ADSL,2658.400,One year,0,Mailed check,37,No
QHEVC94419,0,0,0,H,19.100,Oui,No,Non,19.100,Month-to-month,0,Mailed check,1,No
EJNSR88742,1,0,1,H,25.200,Oui,Yes,Non,987.950,Two year,0,Mailed check,39,No
QDSZF34462,0,0,0,F,55.500,Oui,No,ADSL,227.350,Month-to-month,0,Credit card (automatic),4,No
RVRSV82777,1,0,1,F,24.150,Oui,Yes,Non,800.300,One year,0,Credit card (automatic),33,No
GLJIX60827,0,0,0,H,19.250,Oui,No,Non,331.350,Month-to-month,0,Mailed check,18,No
MOABM07423,1,0,0,H,50.050,Oui,No,ADSL,179.350,Month-to-month,0,Mailed check,4,Yes
NCEDI69228,0,0,1,H,21.200,Oui,No,Non,1238.650,One year,1,Mailed check,56,No
HCSWG38841,0,0,0,F,70.000,Oui,No,Fibre,1144.500,Month-to-month,1,Electronic check,17,Yes
ODYYE68931,0,0,0,H,90.100,Oui,No,Fibre,4549.450,One year,1,Credit card (automatic),50,No
YVSGE07946,1,0,1,H,20.300,Oui,No,Non,1401.150,Two year,0,Bank transfer (automatic),72,No
MRNYX94949,0,0,0,H,75.050,Oui,Yes,Fibre,786.300,Month-to-month,0,Electronic check,10,No
FRMJW72677,1,0,1,F,20.100,Oui,No,Non,486.050,Two year,0,Mailed check,25,No
AUELQ19877,1,0,0,F,25.050,Oui,Yes,Non,1873.700,Two year,0,Credit card (automatic),71,No
ZHAOK62867,1,0,1,F,25.550,Oui,Yes,Non,507.400,Month-to-month,1,Bank transfer (automatic),20,No
MYBOG75082,1,0,0,H,86.100,Oui,Yes,Fibre,1235.550,Month-to-month,1,Electronic check,14,Yes
TABGU63889,0,0,1,H,56.150,Oui,No,ADSL,3487.950,One year,0,Bank transfer (automatic),62,No
BWTPW04202,0,0,1,H,25.500,Non,No phone service,ADSL,215.200,Month-to-month,0,Mailed check,8,Yes
DMYRU80582,0,1,0,H,90.050,Oui,Yes,Fibre,4931.800,Month-to-month,1,Electronic check,54,No
EJKXG57347,0,0,0,F,118.600,Oui,Yes,Fibre,7365.700,One year,1,Electronic check,61,No
BNXIF41118,1,0,1,F,59.550,Non,No phone service,ADSL,4103.900,Two year,1,Electronic check,67,No
JMZNT79754,1,0,0,H,91.700,Oui,Yes,ADSL,6075.900,Two year,0,Bank transfer (automatic),66,No
CTMSF33843,1,0,0,H,104.100,Oui,Yes,Fibre,5135.150,Month-to-month,1,Electronic check,47,No
JEEBU27827,0,0,0,H,36.000,Non,No phone service,ADSL,780.150,Month-to-month,1,Mailed check,21,No
RXQTV56492,0,0,0,H,99.000,Oui,No,Fibre,5038.150,Month-to-month,1,Electronic check,51,No
GUCBY48244,0,1,0,F,81.700,Oui,No,Fibre,1820.900,Month-to-month,0,Electronic check,22,No
HHHZM63942,0,0,0,H,20.700,Oui,No,Non,57.500,Month-to-month,0,Mailed check,3,No
GPBBG94056,0,0,0,F,110.500,Oui,Yes,Fibre,7069.250,Two year,1,Credit card (automatic),64,No
RCYYE38967,0,0,0,F,53.400,Non,No phone service,ADSL,3579.150,Month-to-month,1,Credit card (automatic),67,No
GSBUN87748,1,0,0,H,25.400,Oui,Yes,Non,1797.100,Two year,0,Mailed check,72,No
YHWYT53382,0,0,1,H,61.450,Oui,No,ADSL,2302.350,Two year,0,Credit card (automatic),37,No
UKWJK47505,1,1,0,F,19.600,Oui,No,Non,727.800,One year,0,Mailed check,37,No
RZZQS18669,0,1,0,H,98.400,Oui,Yes,Fibre,4187.750,Month-to-month,1,Electronic check,41,Yes
RDGRO23605,1,0,0,H,104.250,Oui,Yes,Fibre,6812.950,Month-to-month,1,Electronic check,65,No
BCHLN30796,1,0,0,H,19.900,Oui,No,Non,942.950,One year,0,Bank transfer (automatic),47,No
KDREE39437,0,0,0,F,74.950,Oui,Yes,Fibre,1834.950,Month-to-month,1,Bank transfer (automatic),26,Yes
NZETQ26915,0,0,0,H,85.350,Oui,Yes,Fibre,758.600,Month-to-month,1,Electronic check,9,Yes
MEITZ53941,1,0,1,F,80.600,Oui,No,ADSL,4946.700,Two year,1,Bank transfer (automatic),60,No
XTSOH48267,1,1,0,H,86.050,Oui,Yes,Fibre,86.050,Month-to-month,1,Electronic check,1,Yes
VHRIP32497,0,0,0,F,43.600,Non,No phone service,ADSL,2748.700,Two year,1,Credit card (automatic),62,No
FBMZK20795,0,0,0,F,69.250,Oui,No,Fibre,418.400,Month-to-month,1,Mailed check,6,Yes
KXGQU97704,0,0,0,F,98.600,Oui,Yes,Fibre,5311.850,One year,0,Mailed check,53,No
CDKHF35224,1,0,0,F,75.500,Oui,No,Fibre,2324.700,Month-to-month,1,Bank transfer (automatic),32,No
ZLLSA81996,0,0,0,H,118.350,Oui,Yes,Fibre,7804.150,One year,1,Bank transfer (automatic),67,Yes
YNSKY70836,0,0,0,F,25.400,Oui,Yes,Non,399.600,Month-to-month,1,Credit card (automatic),15,Yes
RJFTJ55336,0,0,0,H,30.200,Non,No phone service,ADSL,1453.100,Month-to-month,1,Bank transfer (automatic),49,No
EDAKZ62147,1,0,1,F,55.150,Oui,No,ADSL,1206.050,Month-to-month,0,Electronic check,22,Yes
EYLLL89843,1,0,0,H,105.250,Oui,Yes,Fibre,6823.400,Two year,1,Electronic check,64,No
ZRRDZ37446,0,0,0,H,82.350,Oui,Yes,Fibre,1852.850,Month-to-month,1,Electronic check,21,Yes
RPBRZ24549,1,1,0,F,98.100,Oui,Yes,Fibre,1060.200,Month-to-month,1,Electronic check,12,Yes
THGOT47606,1,0,0,F,94.100,Oui,Yes,Fibre,4107.300,Month-to-month,1,Electronic check,43,No
QETQY70733,1,0,1,H,20.350,Oui,No,Non,1359.500,One year,1,Electronic check,66,No
NOPLP59809,1,0,0,F,96.100,Oui,Yes,Fibre,4364.100,Month-to-month,1,Electronic check,44,Yes
IKULF49331,0,1,0,F,20.650,Oui,No,Non,330.600,One year,0,Mailed check,17,No
VFKVB47497,0,0,0,F,50.100,Oui,Yes,ADSL,50.100,Month-to-month,1,Mailed check,1,Yes
MQBYC82764,0,1,0,H,97.800,Oui,Yes,Fibre,4913.300,Month-to-month,1,Electronic check,51,Yes
EUGRJ40837,0,0,0,H,20.250,Oui,No,Non,178.500,Month-to-month,0,Mailed check,9,Yes
RWHZL95189,0,0,0,F,100.050,Oui,Yes,Fibre,6254.200,One year,1,Credit card (automatic),64,Yes
TGUZV95522,1,0,0,H,75.000,Oui,No,Fibre,658.100,Month-to-month,1,Mailed check,8,No
SDTWQ86476,1,0,1,H,74.300,Oui,Yes,Fibre,4018.350,Month-to-month,1,Electronic check,57,No
WQAQW45604,0,0,0,F,68.700,Oui,Yes,ADSL,4070.950,One year,0,Bank transfer (automatic),59,No
VZZOM49429,1,0,0,H,66.150,Oui,Yes,ADSL,4392.500,One year,1,Credit card (automatic),64,No
NHXFW96297,1,0,1,F,19.400,Oui,No,Non,19.400,Month-to-month,1,Mailed check,1,No
ICFDO22266,1,0,1,F,85.900,Oui,Yes,ADSL,6110.750,Two year,1,Credit card (automatic),72,No
UIMSS28674,0,0,0,H,80.500,Oui,No,Fibre,80.500,Month-to-month,0,Electronic check,1,Yes
ZPWFQ68149,0,1,0,H,25.000,Oui,Yes,Non,1260.700,One year,0,Bank transfer (automatic),51,No
KXAUH44713,1,0,0,F,84.300,Oui,Yes,Fibre,3588.400,Month-to-month,1,Electronic check,42,Yes
HFKLA67662,1,0,0,F,103.200,Oui,Yes,Fibre,5744.350,Two year,0,Bank transfer (automatic),56,No
GXDAY70486,0,0,0,H,106.400,Oui,Yes,Fibre,4040.650,Month-to-month,1,Electronic check,39,No
REDIY94953,0,0,1,H,40.650,Non,No phone service,ADSL,970.550,One year,1,Credit card (automatic),25,No
MQPOS74719,1,1,1,H,72.900,Oui,Yes,ADSL,5139.650,One year,1,Bank transfer (automatic),71,No
CPDND56516,0,0,0,H,46.000,Oui,No,ADSL,492.100,Month-to-month,0,Mailed check,10,No
ZATGZ75861,0,0,0,H,84.900,Oui,Yes,Fibre,3369.050,Month-to-month,1,Electronic check,40,No
AGAAX52208,1,0,1,H,24.000,Oui,Yes,Non,1664.300,Two year,1,Bank transfer (automatic),68,No
BSHKG62487,1,0,1,H,20.400,Oui,No,Non,1226.450,One year,0,Mailed check,61,No
HIJDH28854,1,0,1,H,86.900,Oui,Yes,ADSL,6194.100,Two year,0,Bank transfer (automatic),69,No
MYYYZ66356,0,0,0,F,85.350,Oui,No,ADSL,2530.400,One year,0,Bank transfer (automatic),30,Yes
OYSJI36694,0,0,0,H,46.200,Oui,No,ADSL,46.200,Month-to-month,0,Credit card (automatic),1,Yes
UDPEU96177,0,0,0,F,19.250,Oui,No,Non,412.550,One year,1,Mailed check,22,No
SBRXP84651,1,0,1,H,94.900,Oui,Yes,Fibre,3616.250,Two year,1,Bank transfer (automatic),38,No
VYDLG09253,0,0,0,F,75.250,Oui,Yes,Fibre,242.000,Month-to-month,0,Electronic check,3,Yes
FYHKI30915,0,0,0,H,35.450,Non,No phone service,ADSL,35.450,Month-to-month,1,Electronic check,1,Yes
IWFHT70253,0,0,0,H,89.550,Oui,No,Fibre,3729.750,One year,1,Electronic check,41,No
LBZHY18483,1,0,0,F,50.300,Oui,No,ADSL,355.100,Month-to-month,1,Bank transfer (automatic),7,No
PRCBS08624,1,0,1,F,103.750,Oui,Yes,Fibre,7039.450,Two year,1,Credit card (automatic),68,No
QVKPB02954,0,0,0,H,63.950,Oui,No,ADSL,318.100,Month-to-month,1,Credit card (automatic),5,No
HJCUY30582,1,0,1,H,102.600,Oui,Yes,Fibre,4213.350,One year,1,Electronic check,41,Yes
UBYKY71071,1,0,1,F,25.750,Oui,Yes,Non,882.550,Month-to-month,1,Electronic check,35,No
QEVEE98665,0,0,0,H,86.000,Oui,Yes,Fibre,1532.450,Month-to-month,1,Bank transfer (automatic),19,Yes
YEJAX57367,0,0,1,H,79.450,Oui,Yes,ADSL,5502.550,Two year,1,Credit card (automatic),69,No
